KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiWeaponSVBombLauncherT3,"A super-heavy weapon pylon designed to deploy the GPC-250 Cluster Bomb in combat against hostile ground emplacements.\n[c][00FF00]+150% Blast Damage vs Concrete\n+75% Blast Damage vs Metal Hull Blocks\nNo Reload Delay[-][/c]\n[c][FF00FF]10,000 Shield Damage per minute[-][/c]\n[c][FF8000]80,000 Damage per minute[-][/c]",,,,,,,,"Пилон сверхтяжелого вооружения, предназначенный для применения кассетной бомбы GPC-250 в бою против наземных огневых точек противника.\n[c][00FF00]+150% урона от взрыва по бетону\n+75% урона от взрыва по металлическим блокам корпуса\nНет задержки перезагрузки[-][/c]\n[c][FF00FF]10 000 урона по щиту в минуту[-][/c]\n[c][FF8000]80 000 урона в минуту[-][/c]",,,,,,,,
bkiWeaponSVTorpedoT3,"A super-heavy Torpedo Pylon designed specifically for anti-ship combat in space. The massive torpedo size results in extremely long firing delays. Deals catastrophic damage to Capital Vessels.\n[c][00FF00]No Reload Delay[-][/c]\n[c][FFBB00]Can only be used in Space[-][/c]\n[c][FF00FF]20,000 Shield Damage per minute[-][/c]\n[c][FF8000]80,000 Damage per minute[-][/c]",,,,,,,,"Сверхтяжелый торпедный пилон, созданный специально для противокорабельного боя в космосе. Огромный размер торпеды приводит к чрезвычайно длительной задержке стрельбы. Наносит катастрофический урон капитальным судам.\n[c][00FF00]Нет задержки перезагрузки[-][/c]\n[c][FFBB00]Можно использовать только в космосе.[-][/c]\n[c][FF00FF]20 000 урона по щиту в минуту[-][/c]\n[c][FF8000]80 000 урона в минуту[-][/c]",,,,,,,,
bkiWeaponCVCannonT1,"A 100m Light Naval Cannon that's been adapted for use in space firing kinetic penetrator rounds with improved performance against thrusters and weapons.\n[c][FFBB00]Can only be used in Space[-][/c]\n[c][00FF00]+30% Impact Damage vs Weapons, Turrets and Concrete\n+20% Blast Damage vs Thrusters[-][/c]\n[c][FF00FF]5,000 Shield Damage per minute[-][/c]\n[c][FF8000]40,000 Damage per minute[-][/c]",,,,,,,,"100-метровая легкая военно-морская пушка, адаптированная для использования в космосе для стрельбы кинетическими проникающими снарядами с улучшенными характеристиками против двигателей и другого оружия.\n[c][FFBB00]Можно использовать только в космосе.[-][/c]\n[c][00FF00]+30% урона от удара по оружию, турелям и бетону\n+20% урона от взрыва по двигателям[-][/c]\n[c][FF00FF]5000 урона по щиту в минуту[-][/c]\n[c][FF8000]40 000 урона в минуту[-][/c]",,,,,,,,
bkiWeaponCVCannonT2Group,"127mm Medium Cannons for use on Warships.\n[c][FFFFFF]RMB to Select Variant[-][/c]\n[c][FFBB00]Can only be used in Space[-][/c]\n[c][00FF00]+40% Impact Damage vs Weapons, Turrets and Concrete\n+35% Blast Damage vs Thrusters[-][/c]\n[c][FF00FF]10,000 Shield Damage per minute[-][/c]\n[c][FF8000]80,000 Damage per minute[-][/c]",,,,,,,,"127-мм средние пушки для боевых кораблей.\n[c][FFFFFF]ПКМ, чтобы выбрать вариант[-][/c]\n[c][FFBB00]Можно использовать только в космосе.[-][/c]\n[c][00FF00]+40% урона от удара по оружию, турелям и бетону\n+35% урона от взрыва по двигателям[-][/c]\n[c][FF00FF]10 000 урона по щиту в минуту[-][/c]\n[c][FF8000]80 000 урона в минуту[-][/c]",,,,,,,,
bkiWeaponCVCannonT2,"A pair of 127mm Medium Cannons embedded in an armored turret mount that contains the loading and cooling system necessary to operate the weapon in a vacuum.\n[c][FFBB00]Can only be used in Space[-][/c]\n[c][00FF00]+33% Blast Resistance\n+40% Impact Damage vs Weapons, Turrets and Concrete\n+35% Blast Damage vs Thrusters[-][/c]\n[c][FF00FF]10,000 Shield Damage per minute[-][/c]\n[c][FF8000]80,000 Damage per minute[-][/c]",,,,,,,,"Пара 127-мм средних пушек, встроенных в бронированную башню, содержащую систему заряжания и охлаждения, необходимую для работы орудия в вакууме.\n[c][FFBB00]Можно использовать только в космосе.[-][/c]\n[c][00FF00]+33% сопротивления взрыву\n+40% урона от удара по оружию, турелям и бетону\n+35% урона от взрыва по двигателям[-][/c]\n[c][FF00FF]10 000 урона по щиту в минуту[-][/c]\n[c][FF8000]80 000 урона в минуту[-][/c]",,,,,,,,
bkiWeaponCVCannonT2V2,"Alternating 127mm Medium Cannons embedded in an linear frame that contains the loading and cooling system necessary to operate the weapon in a vacuum.\n[c][FFBB00]Can only be used in Space[-][/c]\n[c][00FF00]+40% Impact Damage vs Weapons, Turrets and Concrete\n+35% Blast Damage vs Thrusters[-][/c]\n[c][FF00FF]10,000 Shield Damage per minute[-][/c]\n[c][FF8000]80,000 Damage per minute[-][/c]",,,,,,,,"Чередующиеся 127-мм средние пушки встроены в линейную раму, содержащую систему заряжания и охлаждения, необходимую для работы оружия в вакууме.\n[c][FFBB00]Можно использовать только в космосе.[-][/c]\n[c][00FF00]+40% урона от удара по оружию, турелям и бетону\n+35% урона от взрыва по двигателям[-][/c]\n[c][FF00FF]10 000 урона по щиту в минуту[-][/c]\n[c][FF8000]80 000 урона в минуту[-][/c]",,,,,,,,
bkiWeaponCVCannonT3Group,"155mm Heavy Artillery Cannons for use on Warships.\n[c][FFFFFF]RMB to Select Variant[-][/c]\n[c][FFBB00]Can only be used in Space[-][/c]\n[c][00FF00]+50% Impact Damage vs Weapons, Turrets and Concrete\n+50% Blast Damage vs Thrusters[-][/c]\n[c][FF00FF]20,000 Shield Damage per minute[-][/c]\n[c][FF8000]160,000 Damage per minute[-][/c]",,,,,,,,"155-мм тяжелые артиллерийские пушки для использования на военных кораблях.\n[c][FFFFFF]ПКМ, чтобы выбрать вариант[-][/c]\n[c][FFBB00]Можно использовать только в космосе.[-][/c]\n[c][00FF00]+50% урона от удара по оружию, турелям и бетону\n+50% урона от взрыва по двигателям[-][/c]\n[c][FF00FF]20 000 урона по щиту в минуту[-][/c]\n[c][FF8000]160 000 урона в минуту[-][/c]",,,,,,,,
bkiWeaponCVCannonT3,"Advanced 155mm Triple-Barreled Heavy Cannons embedded in a Battleship turret mount that contains the loading and cooling system necessary to operate the weapon in a vacuum at the speed required to function as an effective weapon.\n[c][FFBB00]Can only be used in Space[-][/c]\n[c][00FF00]+33% Blast Resistance\n+50% Impact Damage vs Weapons, Turrets and Concrete\n+50% Blast Damage vs Thrusters[-][/c]\n[c][FF00FF]20,000 Shield Damage per minute[-][/c]\n[c][FF8000]160,000 Damage per minute[-][/c]",,,,,,,,"Усовершенствованные 155-мм трехствольные тяжелые пушки, встроенные в башенную установку линкора, которая содержит систему заряжания и охлаждения, необходимую для работы оружия в вакууме со скоростью, необходимой для эффективного функционирования оружия.\n[c][FFBB00]Можно использовать только в космосе.[-][/c]\n[c][00FF00]+33% сопротивления взрыву\n+50% урона от удара по оружию, турелям и бетону\n+50% урона от взрыва по двигателям[-][/c]\n[c][FF00FF]20 000 урона по щиту в минуту[-][/c]\n[c][FF8000]160 000 урона в минуту[-][/c]",,,,,,,,
bkiWeaponCVCannonT3V2,"Alternating 155mm Triple-Barreled Heavy Cannons in a spinal mount that contains the loading and cooling system necessary to operate the weapon in a vacuum at the speed required to function as an effective weapon.\n[c][FFBB00]Can only be used in Space[-][/c]\n[c][00FF00]+50% Impact Damage vs Weapons, Turrets and Concrete\n+50% Blast Damage vs Thrusters[-][/c]\n[c][FF00FF]20,000 Shield Damage per minute[-][/c]\n[c][FF8000]160,000 Damage per minute[-][/c]",,,,,,,,"Чередование 155-мм трехствольных тяжелых пушек в спинальной установке, содержащей систему заряжания и охлаждения, необходимую для работы оружия в вакууме со скоростью, необходимой для эффективного функционирования оружия.\n[c][FFBB00]Можно использовать только в космосе.[-][/c]\n[c][00FF00]+50% урона от удара по оружию, турелям и бетону\n+50% урона от взрыва по двигателям[-][/c]\n[c][FF00FF]20 000 урона по щиту в минуту[-][/c]\n[c][FF8000]160 000 урона в минуту[-][/c]",,,,,,,,
bkiWeaponCVLaserT1,"A 400MW Lightweight Directed Energy Weapon that uses a multi-phase cascade laser array to fire collimated hard light beams at a target, dealing high thermal damage.\n[c][FFBB00]Can only be used in Space[-][/c]\n[c][00FF00]+50% Damage vs Xenosteel[-][/c]\n[c][FF0000]-10% Damage vs Turrets and Weapons[-][/c]\n[c][FF00FF]20,000 Shield Damage per minute[-][/c]\n[c][FF8000]40,000 Damage per minute[-][/c]",,,,,,,,"Легкое оружие направленной энергии мощностью 400 МВт, которое использует многофазную каскадную лазерную решетку для стрельбы коллимированными лучами жесткого света по цели, нанося высокий тепловой урон.\n[c][FFBB00]Можно использовать только в космосе.[-][/c]\n[c][00FF00]+50% урона по ксеностали[-][/c]\n[c][FF0000]-10% урона турелям и оружию[-][/c]\n[c][FF00FF]20 000 урона по щиту в минуту[-][/c]\n[c][FF8000]40 000 урона в минуту[-][/c]",,,,,,,,
